# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79
o0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0	0	0	0	5	0	0	2	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	5	0	0	1
o1	0	3	0	0	0	0	0	4	0	0	2	0	5	3	0	0	5	0	0	4	3	3	0	0	0	0	4	2	5	0	0	0	0	0	0	3	1	0	7	0	0	0	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	5	0	2	0	0	0
o2	0	0	0	0	0	4	0	0	6	3	0	0	0	3	0	0	4	0	4	0	0	3	0	0	0	1	0	2	5	0	0	0	6	0	0	0	1	0	0	0	1	0	0	1	0	0	5	3	0	0	0	0	5	0	0	1	0	0	0	0	0	6	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	6	0	9
o3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	2	0	0	0	0	5	0	0	4	0	0	0	4	3	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	7	0	4	0	2	12	0	0	0	1	0	0	0	0	0	0	5	0
o4	0	4	0	0	0	0	2	4	0	0	0	0	0	4	0	0	0	0	3	0	0	3	2	0	5	4	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	3	0	1	0	1	0	1	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
o5	0	0	0	0	4	6	5	0	0	3	0	3	3	6	0	0	0	4	0	1	0	0	0	0	0	3	4	0	0	2	0	4	0	0	0	0	0	0	4	0	0	3	0	0	5	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	2	0	8	1	2	0	4	2	0	0	0	5	0	0
o6	0	3	0	0	0	0	0	0	0	0	3	0	0	4	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	5	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	5	0	0
o7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	6	3	0	0	3	0	2	0	0	3	0	0	5	1	0	0	0	3	1	4	1	0	0	0	0	0	0	2	0	0	4	7	0	3	0	0	0	0	0	0	1	0	2	0	0	0	1	0	6	0	3	4	0	0	0	0	0	0	0
o8	5	0	0	0	3	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	5	3	0	2	0	0	0	5	0	2	0	0	0	0	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	1	3	5	0	0	0	0
o9	0	1	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	3	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	2	2	0	0	0	0	2	0	6	0	0	0	0	2	0	5	5	0	1	0	0	0	0	0	5	2	0	0	0	0
o10	0	5	4	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	4	0	0	0	0	0	0	0	4	0	0	6	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	4	0	0	3	7	0	0	0	0	0	0	0
o11	0	0	0	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	4	0	5	0	10	0
o12	0	0	0	7	3	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	5	0	0	0	6	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	5	2	0	5	0	0	0	4	1	4	0	0	1	0
o13	0	1	5	0	0	3	0	0	0	0	6	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	1	0	0	0	5	0	0	4	0	0	0	0	5	0
o14	5	1	0	0	0	0	2	0	0	0	0	5	3	0	0	0	5	0	0	0	0	0	1	0	0	5	0	6	2	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	9	0	0	2	2	0	0	0	0	0	0	0	0	0	0	6	1	0
o15	0	1	0	6	0	0	0	0	3	0	0	0	1	0	2	0	1	0	1	0	0	0	0	4	0	3	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	5	0	3	0	8	0	0	6	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	5	3	0	6	3	0	1	0	0	5
o16	4	0	0	0	0	0	0	3	0	0	4	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	1	0	0	4	0	0	2	6	0	0	0	0	0	1	2	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	4	0	2	6	0	5
o17	1	4	0	0	0	4	0	2	3	0	0	1	0	5	5	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	7	3	0	0	0	0	2	0	0	0	0	3	6	0	3	9	0	2	0	0	4	1	0	0	1	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	6	7	2	6	0
o18	0	0	6	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	3	1	0	5	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0	3	0	0	6	0	2	3	4	0	0	0	0	0	1	0	0	0	0	0	0	4
o19	1	0	4	0	0	0	0	0	5	0	1	0	3	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	3	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0
o20	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	1	3	0	5	5	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	4	1	0	0	0	0	0	3	2	0	0	3	0	0	0	2	0	0	0	0
o21	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	3	0	0	5	3	0	0	0	0	0	0	0	0	5	0	4	0	6	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
o22	0	5	0	0	0	0	0	3	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	1	0	0	3	3	0	5
o23	0	0	0	0	0	0	0	1	6	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	7	0	0	5	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	5	0	0	0
o24	0	0	0	4	0	3	0	0	4	0	2	5	0	0	0	0	7	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	5	4	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	3
o25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	4	0	0	0	2	0	3	2	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	1	3	0	0	0	0	0	5	0	0	3	3	0	0	4	0	0	6	0	0	0	0	0	4	0	1	0	5	0	0	1	0	2	0	0	2
o26	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	3	6	0	0	0	0	6	0	5	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
o27	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2	0	6	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	4	0	4	1	3	6	0	0	0	0	0	0	0	0	0	0	2
o28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	6	0	0	4	3	2	0	0	0	3	0	0	5	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0
o29	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	4	1	4	0	0	0	0	3	0	4	0	0	0	0
o30	0	0	6	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	4	6	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
o31	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	3
