# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49
o0	0.0	2010.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	944.0	37.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
o1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
o2	0.0	5.0	7.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	54.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	19.0	75.0	0.0	184.0	7842.0	0.0	0.0	81.0	2.0	3.0	0.0	41.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	1.0
o3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	141.0	0.0	0.0	0.0	63.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o4	899.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	7.0	0.0	83.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	73.0	0.0	83.0	0.0	1.0	1184.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0
o6	0.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	470.0	0.0	0.0
o7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	35.0	0.0	0.0	3.0	3.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	23.0	0.0	7.0	16.0	0.0	0.0	23.0	0.0	0.0	0.0	758.0	2.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
o8	14.0	142.0	0.0	5.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	45.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
o9	0.0	0.0	9.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0	3.0	0.0	0.0	1.0	0.0	0.0	71.0	6.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	36.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o10	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	3.0	33.0	0.0	0.0	17.0	5.0	124.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o11	0.0	0.0	31.0	1.0	0.0	2.0	1.0	198.0	0.0	27.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
