# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79
o0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	14.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	49.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0	13.0	0.0	0.0	0.0
o1	1.0	3.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	6.0	3.0	0.0	1.0	13.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	8.0	4.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	44.0	0.0	0.0	0.0	1.0	8.0	1.0	0.0	0.0	0.0	1.0	0.0	12.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	1.0	0.0
o2	0.0	0.0	0.0	0.0	1.0	10.0	1.0	0.0	27.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	7.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	16.0	2.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	24.0	1.0	0.0	90.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	14.0	0.0	137.0
o3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	1.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	42.0	0.0	4.0	0.0	1.0	334.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
o4	0.0	4.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	7.0	7.0	1.0	0.0	22.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0
o5	0.0	1.0	1.0	0.0	8.0	23.0	5.0	0.0	0.0	5.0	0.0	0.0	2.0	16.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	97.0	1.0	0.0	0.0	6.0	3.0	2.0	2.0	0.0	8.0	0.0	0.0
o6	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	22.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	28.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	3.0	1.0	14.0	0.0	0.0
o7	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	11.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	10.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	41.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	20.0	0.0	7.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0
o8	9.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	1.0	0.0	2.0	9.0	1.0	4.0	8.0	1.0	0.0	1.0	0.0
o9	0.0	2.0	0.0	0.0	0.0	1.0	0.0	6.0	3.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	6.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	1.0	15.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0	1.0	3.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	1.0	0.0	0.0	0.0
o10	1.0	4.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	14.0	1.0	4.0	0.0	1.0	7.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	1.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
