# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49
o0	1014.0	1251.0	986.0	788.0	900.0	952.0	1064.0	986.0	901.0	951.0	1159.0	951.0	1003.0	658.0	1031.0	1040.0	663.0	1102.0	907.0	1196.0	1205.0	1035.0	1247.0	1094.0	1142.0	1115.0	845.0	1147.0	691.0	803.0	849.0	1048.0	669.0	808.0	956.0	988.0	952.0	1040.0	710.0	997.0	737.0	1114.0	941.0	942.0	930.0	730.0	1348.0	712.0	1207.0	901.0
o1	12.0	3.0	4.0	5.0	0.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	5.0	2.0	0.0	14.0	17.0	78.0	0.0	0.0	7.0	10.0	39.0	0.0	0.0	6.0	0.0	0.0	4.0	17.0	29.0	0.0	31.0	18.0	1.0	2.0	9.0	0.0	11.0	4.0	68.0	0.0	0.0	10.0	15.0	13.0	28.0	5.0	11.0	14.0
o2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	39.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0
o3	77.0	7.0	15.0	36.0	8.0	49.0	19.0	65.0	171.0	1.0	42.0	42.0	15.0	17.0	8.0	2.0	1.0	2.0	22.0	0.0	4.0	27.0	18.0	7.0	0.0	19.0	9.0	4.0	6.0	2.0	17.0	33.0	7.0	14.0	6.0	1.0	1.0	0.0	4.0	40.0	7.0	1.0	16.0	2.0	1.0	0.0	20.0	3.0	0.0	0.0
o4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o5	3.0	13.0	0.0	0.0	0.0	2.0	14.0	4.0	1.0	0.0	2.0	0.0	10.0	0.0	0.0	1.0	1.0	22.0	9.0	0.0	9.0	14.0	0.0	5.0	0.0	41.0	4.0	1.0	6.0	37.0	27.0	21.0	1.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	8.0	0.0	1.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0
o6	139.0	206.0	108.0	156.0	105.0	133.0	188.0	95.0	45.0	151.0	97.0	110.0	144.0	141.0	192.0	151.0	150.0	192.0	176.0	151.0	174.0	63.0	116.0	60.0	181.0	154.0	266.0	119.0	238.0	167.0	158.0	334.0	179.0	205.0	71.0	115.0	52.0	335.0	204.0	132.0	229.0	69.0	318.0	94.0	133.0	243.0	116.0	85.0	139.0	115.0
o7	30.0	69.0	58.0	48.0	17.0	41.0	27.0	55.0	36.0	34.0	43.0	93.0	52.0	33.0	68.0	24.0	69.0	24.0	18.0	40.0	96.0	56.0	89.0	24.0	123.0	88.0	56.0	63.0	95.0	125.0	124.0	53.0	40.0	54.0	52.0	58.0	136.0	94.0	27.0	126.0	56.0	120.0	17.0	138.0	19.0	139.0	72.0	34.0	44.0	42.0
o8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o9	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
o10	0.0	16.0	0.0	0.0	0.0	14.0	0.0	6.0	0.0	1.0	0.0	1.0	25.0	1.0	7.0	0.0	0.0	0.0	6.0	14.0	9.0	0.0	0.0	1.0	59.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0
o11	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0
o12	13.0	0.0	1.0	1.0	5.0	0.0	0.0	13.0	9.0	0.0	61.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	42.0	11.0	22.0	0.0	8.0	13.0	1.0	12.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	16.0	0.0	3.0	2.0	0.0	0.0	0.0	6.0
o13	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	35.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o15	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
o16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o17	43.0	101.0	86.0	25.0	170.0	75.0	93.0	108.0	81.0	40.0	95.0	115.0	44.0	90.0	34.0	45.0	35.0	37.0	25.0	64.0	63.0	46.0	20.0	39.0	13.0	63.0	43.0	64.0	112.0	39.0	29.0	75.0	129.0	150.0	108.0	136.0	61.0	49.0	94.0	31.0	44.0	44.0	52.0	40.0	125.0	54.0	67.0	36.0	81.0	91.0
o18	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o19	188.0	42.0	130.0	33.0	51.0	258.0	169.0	139.0	147.0	128.0	142.0	75.0	65.0	67.0	43.0	13.0	153.0	84.0	32.0	255.0	169.0	202.0	217.0	185.0	107.0	46.0	84.0	201.0	190.0	86.0	167.0	120.0	175.0	114.0	59.0	185.0	156.0	72.0	118.0	114.0	83.0	141.0	51.0	114.0	156.0	176.0	66.0	218.0	58.0	111.0
o20	0.0	4.0	0.0	1.0	8.0	1.0	0.0	4.0	35.0	34.0	17.0	0.0	42.0	0.0	0.0	0.0	3.0	0.0	9.0	4.0	0.0	14.0	2.0	2.0	5.0	61.0	0.0	5.0	3.0	8.0	52.0	17.0	0.0	7.0	0.0	1.0	5.0	0.0	23.0	0.0	4.0	13.0	11.0	12.0	27.0	2.0	12.0	0.0	0.0	15.0
o21	5923.0	5265.0	5795.0	5713.0	5793.0	5401.0	5199.0	6116.0	5954.0	6223.0	6148.0	5763.0	6115.0	5659.0	5742.0	6364.0	6015.0	6192.0	5479.0	6021.0	5722.0	5981.0	5498.0	5904.0	5805.0	5502.0	5848.0	5896.0	6031.0	5577.0	6289.0	5954.0	5500.0	5550.0	6166.0	5924.0	5943.0	5661.0	5697.0	5356.0	6850.0	5788.0	5789.0	6282.0	5700.0	5562.0	5882.0	6003.0	5895.0	6330.0
o22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	3.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
o23	4.0	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0
o24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
o26	7.0	0.0	3.0	0.0	0.0	0.0	10.0	0.0	24.0	7.0	12.0	3.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	14.0	8.0	0.0	3.0	30.0	0.0	7.0	0.0	1.0	0.0	20.0	0.0	0.0	1.0	0.0	20.0	23.0	2.0	0.0	0.0	0.0	24.0	2.0	8.0	3.0
o27	0.0	12.0	13.0	0.0	0.0	2.0	7.0	0.0	12.0	11.0	10.0	1.0	0.0	7.0	0.0	7.0	43.0	9.0	3.0	6.0	1.0	0.0	8.0	13.0	63.0	0.0	8.0	0.0	2.0	0.0	56.0	10.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0
o28	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	26.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	51.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0	5.0	2.0	0.0	0.0	6.0	0.0
