# Constructed from biom file
#OTU ID	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49
o0	259.368157568	1101.31762661	178.762251223	592.39975383	421.539834893	556.505213836	714.806477657	289.514182352	1150.34499246	418.602500377	729.241605199	918.597962317	407.99852181	369.079578328	497.422588886	1227.5437536	883.960246713	857.452521777	601.782057246	282.946731613	536.68494215	215.250306693	938.212031546	658.770701739	338.81452151	415.912585302	985.323502277	513.761100825	1011.29285386	37.0166532364	765.360654947	112.532649767	623.493151034	879.43949153	940.026592835	427.134666938	951.85830031	474.41282711	569.157308834	423.312731208	539.865411304	1029.86507236	490.457167379	972.073763107	418.173930557	665.634145336	950.381317232	741.961285799	722.683958031	439.219944837
o1	809.191696885	550.094609391	375.479680056	700.607521287	849.479067342	794.33239741	502.403150045	1008.95486095	641.760268526	501.539026716	327.862232214	409.643544729	1093.13439114	442.536642594	718.793103324	491.87908412	802.122875304	1001.30217381	743.27470309	878.470907158	404.459671574	408.22909488	933.680593093	392.085942843	560.066581409	407.301888678	451.302965305	425.680720301	216.029598947	617.756681928	434.754325529	1005.34257537	551.457164199	97.7116242012	403.922490987	1027.15928182	374.152686718	1109.29902639	906.276712828	988.600077627	609.437416968	384.613499617	127.968702675	212.842855368	1007.29370263	458.332552717	370.209031591	382.931611561	323.304977969	705.677425672
o2	874.079203864	154.493682216	1241.29077833	599.163220084	669.280933961	565.97769698	597.991774126	706.515874737	37.7190516433	904.761262857	692.617737696	434.832579816	520.483503624	1000.56380114	684.755177327	56.3708117074	221.799811515	114.550987665	550.80125369	798.115897959	847.395802371	1179.62622113	71.896657303	724.675254352	955.129490166	982.452297753	353.467427303	851.31882044	470.259681979	1228.49812182	581.220984113	893.972062295	664.040721416	692.158469677	422.21469109	544.777152757	436.55064728	446.923193958	471.507606269	584.701240026	702.851895423	347.777723545	1078.84246997	514.560981535	569.051355963	679.348624129	430.003032877	645.8482928	701.376913983	748.65725323
o3	264.070541877	902.078441895	471.177873588	515.433266211	338.112809612	440.213545106	709.386662633	167.560653744	881.112840746	537.817397272	818.17481055	884.893776771	190.078559538	544.415370524	452.616059117	1015.51678831	627.77412931	503.590509217	503.207145132	231.799333643	659.08759433	473.865303533	595.235855945	737.574730969	452.56750706	582.375389736	892.282042312	638.580565393	1045.41327881	249.254083901	777.977729804	62.0016364439	623.645870363	1034.62034375	891.497937729	233.984498055	918.889939442	207.370496443	392.062850898	251.167827834	541.284328939	956.203844243	796.04282224	1029.04878202	240.633523492	701.323636697	922.387360873	791.87577314	817.572071257	425.885277023
o4	277.449703899	920.416191588	535.939216128	536.030896588	338.339440082	450.909617834	741.562439797	154.560978132	883.342902589	579.589617603	871.315046221	918.162706405	160.835512325	593.591924472	471.20771273	1030.33176394	625.200448344	471.624007524	511.398797247	242.034223535	712.162385191	533.107119777	563.149982903	787.807850923	494.944518677	643.890803886	925.707715477	684.767984945	1104.18234706	289.030519029	816.528779539	59.9433950532	657.204018028	1114.3986807	933.917434409	217.389340803	961.19078617	186.005070426	379.71670115	242.205964659	570.833432878	996.704313652	879.780457086	1084.8807088	226.337295586	745.334776116	963.132792869	839.857976615	870.896755047	448.417073455
o5	594.808020296	839.366234731	92.7093460493	685.175535968	736.073900592	761.064920702	553.133796752	821.799309066	965.055714922	371.032673763	379.746121567	580.960948705	982.162792426	279.140027001	646.059952725	855.807289785	969.514491047	1161.23902344	735.458956369	681.558400513	341.918659541	149.220359918	1140.04666774	403.68506517	383.325316108	271.004950168	665.271273757	350.049759988	435.535714989	258.931961077	513.43527742	709.761947703	548.485718447	231.35386269	588.096939748	924.992028709	564.255592417	1039.6665378	885.672916778	882.398760421	557.858059511	622.896174845	24.9868553644	408.217026333	898.771035851	477.044187805	559.234949095	445.018851332	370.976855154	596.762655177
o6	475.169964462	565.017259383	984.534331041	517.43124162	388.655111907	412.506460778	718.649711032	240.651433689	449.831202587	785.0156111	907.669367764	771.170909504	115.432440537	868.464326489	520.368385471	604.82620613	332.9091435	117.753844949	466.034015386	380.819337396	865.563601897	938.049368693	179.182408147	849.283533804	736.418265932	893.553530107	713.839221937	847.324932137	966.793811087	743.00169577	776.736877149	280.455967925	682.073940632	1132.90045389	767.969470877	180.612103684	807.97795481	74.6613259968	286.813195558	230.431920588	627.249976024	775.916530618	1193.29760655	985.145980715	206.943817555	775.271536329	806.38980238	842.877230842	914.04196125	543.581800286
o7	351.176881753	1046.73428794	28.150485604	617.369206617	542.691878072	643.175662544	630.062849876	498.458099731	1152.14828585	339.554892459	550.144073206	789.622385309	669.74299319	252.437104661	535.418560813	1143.16526513	968.813084672	1059.34018726	660.813906895	418.633431059	399.224337855	84.6404571268	1103.795918	516.029942841	288.43595967	271.256526396	864.389980148	394.411937297	766.880366152	26.5365586613	649.493102421	320.895538646	564.590385897	563.534828588	801.544031827	650.182703504	790.090150582	737.974743304	726.585934058	614.742780444	524.201698699	873.418230007	196.011351177	725.431449845	628.407165354	555.262054077	796.280867259	591.29046369	542.106491463	475.443939836
o8	608.296699588	391.92922641	1147.11817886	529.60433513	464.706270716	445.404666155	679.546865405	364.342245772	258.703058938	859.641526888	868.042362622	661.126444213	197.573623243	956.259103834	566.489193106	381.38004591	238.585586084	29.5501053719	475.71844771	515.755569275	897.931582676	1088.04780461	57.1236387114	838.086645823	841.756398446	967.752532472	573.703118151	887.81493722	823.849083302	959.069709566	725.416724754	475.446929347	679.336000298	1037.27726469	654.632857179	260.551120979	681.116821688	139.146642439	311.260967473	306.432729002	664.39125728	622.124836019	1238.31037133	851.166253795	288.417141068	759.080086994	686.46615499	798.124310484	877.157378471	616.505273404
o9	278.184151901	1060.98398803	112.997551952	586.618878564	446.714219674	569.518567407	668.830176822	347.354759855	1127.57773659	375.32518076	648.773045428	852.391149552	481.259325892	314.669331872	496.140882248	1174.52973424	895.335134968	908.285831789	604.307886437	315.169596683	473.15710031	155.577789568	974.954091137	591.624980886	307.829192995	354.113947687	926.669619898	454.631941834	906.081876239	20.3088946382	705.580313531	171.376527803	588.055931243	752.218789499	872.486226119	487.225162274	878.344158018	550.211795158	604.080541394	475.851178776	516.649655593	957.654205232	372.959256063	866.615462938	474.441356467	611.460334401	876.105306202	672.208054759	641.381976354	435.920619792
